"site_name","resolution","date","GPP","GPP.lower","GPP.upper","GPP.n_eff","GPP.Rhat","ER","ER.lower","ER.upper","ER.n_eff","ER.Rhat","K600","K600.lower","K600.upper","K600.n_eff","K600.Rhat","DO.obs","DO.sat","DO.amp","DO.psat","depth","temp.water","day.length","discharge","shortwave","velocity","DO.tdist80","light_umolm2s","light_rel","storm_id","GPP_daily_sd","ER_daily_sd"
"nwis_01608500",30,2012-04-15,10.0429805024551,9.0289781766971,11.0059576119366,2000,0.998434242327671,-4.75892826221496,-6.4037362788546,-3.14751686504608,2000,0.998398489077956,3.19694883054746,2.59145769909159,3.83695761885656,2000,0.999493377733415,11.2145833333333,9.64944690587458,50.2067691245521,116.430940164342,1.19262005030938,15.5895833333333,12.5,16.650306036,227.181708333333,0.138503720458982,6353.34819108635,49.3870315745833,0.634298770080075,2,0.500844622701496,0.822912558367293
"nwis_01608500",30,2012-04-17,10.3114391456213,9.3728240806109,11.3163564205041,2000,0.998931418100325,-6.38459113540925,-7.77977584235323,-5.00999847269632,2000,0.99891974090082,2.98222325452931,2.40175434445117,3.56289612253051,2000,0.998927631781261,10.3354166666667,9.21051276483202,52.8000542852239,112.424094200551,1.13564493222831,18.0791666666667,12.5,15.1353547215,240.9955,0.132937317341981,6129.12122231555,52.390011745,0.676846099076341,2,0.492154032019143,0.704132040295424
"nwis_01608500",30,2012-04-18,8.45354994922842,7.54686302320689,9.27427959842858,2000,0.99944716256389,-8.12025777467631,-9.41942596854552,-6.80021298745616,2000,0.999208670080841,2.93834083862719,2.23675231352946,3.65668368737046,2000,0.998998583390892,9.6375,9.51367987322514,41.1207774880748,101.369186573674,1.11101577325784,16.4895833333333,12.5,14.501765269875,127.861166666667,0.130517492338898,6362.38875139535,27.7957390216667,0.328385385518475,2,0.449526804268575,0.679478404610912
"nwis_01608500",30,2012-04-19,11.8236654543339,10.8095078479473,12.8435177766167,2000,0.998987907929838,-7.52754379641963,-8.94549612019547,-6.14798587657547,2000,0.998751148973347,3.6248643653189,3.12613154032473,4.14573820212308,2000,0.998770263781264,10.2625,9.25829649669017,60.8849985854783,111.332882578581,1.13213355207777,17.5854166666667,12.5,15.045684706,270.728166666667,0.132591897818008,5093.21780140841,58.8535961516667,0.768424543368038,2,0.523087922048223,0.718353751727222
"nwis_01608500",30,2012-04-20,12.5890398038839,11.4421572243699,13.6659652305942,2000,0.999534017467037,-8.13746511676307,-9.53497449179431,-6.74998886093789,2000,0.998818910182321,4.2797656645856,3.73122118329355,4.8434952784036,2000,0.998441453736443,9.9875,9.04462807398107,57.6467807550467,110.844463905096,1.16640308932456,18.4395833333333,12.5,15.9453345325625,284.025833333333,0.135947290803634,4327.82194012977,61.7443759083333,0.809382175580963,2,0.562401100161142,0.703290768724879
"nwis_01608500",30,2012-04-21,12.3448981719629,11.0287086571878,13.6915993043135,1567.26871184108,1.00244276910142,-12.9411570828352,-14.6432359317729,-11.2605409723468,2000,1.00101662295664,6.32845229570417,5.4780846826992,7.2073816072677,1543.25883384177,1.00023851094384,8.95416666666667,9.00474449869365,53.3625843220489,99.7158177129934,1.15078061889141,18.48125,12.5,15.532970448125,204.420208333333,0.134419099749678,2890.8420153327,44.4389090895833,0.564191948411021,2,0.676800931423808,0.864507464967622
"nwis_01608500",30,2012-04-22,4.90676644155981,3.99668148483941,5.81154960497877,2000,1.00049704162657,-6.45299415292786,-8.35205960334274,-4.69787559727678,2000,1.00048766681862,2.389718831589,1.35186650479771,3.42151437889657,2000,0.999941784699971,8.475,9.40778291595909,27.3995302536817,90.0986068156459,1.11472635939297,16.175,12.5,14.5967446941875,111.316333333333,0.130882368902013,7909.48539187176,24.1990577033333,0.277426280009424,2,0.476316614416138,0.921809024998874
"nwis_01608500",30,2012-04-23,7.96579931771188,6.96233376126287,8.98364507726196,2000,0.99925480510135,-6.81396513802625,-8.30198856370323,-5.34907410407671,2000,1.0001952577412,4.51805785552506,3.67357429957616,5.44218635122685,2000,0.999679205226867,9.8625,9.91267694821501,34.9093462346597,99.5193299189778,1.18681493177926,13.4645833333333,12.5,16.498102983375,68.416,0.137935265495588,4737.67814390821,14.87295424,0.145290611510293,2,0.529567913314698,0.755653608717509
"nwis_01608500",30,2012-04-24,8.36914144926389,7.34323256410481,9.36896585591315,2000,0.998993633361722,-3.80896663746692,-5.21759472720482,-2.41823857604171,2000,0.998834055009652,4.51577507425247,3.72770415864817,5.28547592920524,2000,1.0002567443675,10.8666666666667,10.088869438585,38.3263226567956,107.939434207932,1.24914057176728,12.9604166666667,13,18.2218910445,270.375166666667,0.143983678163385,5015.67546856332,58.7768574816667,0.767337281630052,2,0.522871338230289,0.717530410812706
"nwis_01608500",30,2012-04-25,8.51012503088448,7.4018102964359,9.63391095444825,2000,0.99868315674476,-3.9543584702591,-5.35967116015931,-2.54028381941823,2000,0.998471192376905,4.73401679801596,3.86597742537412,5.58746013624838,2000,0.998802683553039,10.8833333333333,9.92942542409014,38.2743145754717,109.802537022095,1.22464947217145,13.9708333333333,13,17.5328477675,295.682666666667,0.141613934560634,4579.47526914682,64.2784549066667,0.845285940083563,2,0.561114442688597,0.709704954280252
"nwis_01608500",30,2012-04-26,10.9247931791201,9.86856075259892,11.9539199848528,2000,1.00011165304384,-5.81649465411807,-7.10526423359504,-4.52042400274524,2000,0.998691963742881,5.26133433528137,4.51844684190062,5.98103351521642,2000,0.999420922313657,10.475,9.56346148018594,48.4476032545295,109.805682049287,1.19175779014827,15.5416666666667,13,16.6267086635,217.5675,0.138419893965472,3863.02044589712,47.296998825,0.604686416363751,2,0.539991692856498,0.673069033056772
"nwis_01608500",30,2012-04-27,11.122310178846,10.0132323464029,12.2671524582215,2000,1.00176017348347,-5.61409204530377,-6.94475488925827,-4.21465960460764,2000,1.00029531777022,5.06786486685814,4.37805868300589,5.7906500377173,2000,1.0021361497737,10.5270833333333,9.63883657267658,44.800421833197,109.500995607981,1.17052512185468,15.7458333333333,13,16.054472380375,233.256916666667,0.136350292458066,3929.38746661332,50.7077211141667,0.653010785862313,2,0.578005654105751,0.691102468756391
"nwis_01608500",30,2012-04-28,8.11405871410447,7.12771081957981,9.08237500836617,2000,1.00123626746041,-6.84694707914855,-8.23815288552283,-5.38217178052077,2000,0.999805573883172,4.57012962655186,3.67234508538641,5.45779372473505,2000,1.00099399612675,10.2145833333333,9.98032059680539,35.2927350696268,102.44305635539,1.16639262737435,14.2583333333333,13,15.9441546639375,124.358041666667,0.135946833513587,4518.9900857808,27.0341946779167,0.317595544793593,2,0.495661069612219,0.716990609493876
"nwis_01608500",30,2012-04-29,10.4184554428414,9.40807791742304,11.4633568718136,2000,1.00020536934423,-5.1927017737709,-6.57895185557775,-3.88820503113489,2000,0.999653295728611,4.55742597020204,3.88759432821748,5.18130256241327,2000,0.998606962329671,10.7208333333333,9.69298509465019,47.8541063216017,110.99553742209,1.18263287621226,15.7,13,16.3854255296875,300.434541666667,0.137527638115059,4412.52175437093,65.3114650129167,0.859922007707342,2,0.536541169468546,0.698994369444416
"nwis_01608500",30,2012-04-30,10.1392853286295,9.10226414821875,11.2761113365311,2000,0.99901290438003,-5.26496023746612,-6.6561829471655,-3.83675739881412,2000,0.999641510610847,4.56636009901282,3.88201095636034,5.25988014868241,2000,0.998890371786139,10.3875,9.41356896035372,44.9512543675733,110.557937488816,1.29757356927422,16.95,13,19.6395031974375,202.915625,0.148638644304313,4607.134021675,44.11182771875,0.559557739091064,2,0.5431235721494,0.706752294056824
"nwis_01608500",30,2012-05-01,12.0160571489347,10.9121198745967,13.0735752171173,2000,0.999109616306156,-10.0797547625821,-11.5051410710581,-8.75782961167525,2000,0.999129815245854,4.15255498716444,3.56014682591616,4.77027634869179,2000,1.0012737879924,9.43125,8.93374284896381,46.0567370428954,105.762669979439,1.33537329661567,19.30625,13,20.7544790480625,291.386083333333,0.152266777834188,4888.10981760996,63.3444206558333,0.832052198830294,2,0.557205103184349,0.687488957649742
"nwis_01608500",30,2012-05-02,10.0899833945265,8.97994836171287,11.184571790016,2000,0.999723888202118,-11.7680852027199,-13.3608929945954,-10.1229078202476,2000,0.998760448037797,4.50695041381799,3.76564358853246,5.20639790596211,2000,0.999342523008839,8.46666666666667,8.67431862514697,37.3292380524086,97.7617601260227,1.34478635311382,20.8166666666667,13,21.039417321,256.688125,0.153166261032255,4364.35089922896,55.80143149375,0.72518035043914,2,0.563671377202015,0.829677425170235
"nwis_01608500",30,2012-05-03,10.4381328878803,9.41535917384934,11.4922219275019,2000,1.00158833659141,-12.5792767944475,-14.1027935457779,-11.0302448154196,2000,1.00098470251984,3.7371390644332,3.13710536034637,4.33316641826352,2000,0.999215002195362,8.22291666666667,8.45440483484427,41.072638004477,97.4439633406206,1.49047089291715,22.1395833333333,13,25.84148262475,281.654541666667,0.166889779640597,5554.21147741544,61.2288808129167,0.802078451221836,2,0.526815918359695,0.769664510201701
